Iteration,Training_Error
4763,0.01082573
4764,0.00816591
4765,0.02000773
4766,0.01182468
4767,0.00884774
4768,0.01144651
4769,0.00998356
4770,0.01218560
4771,0.01854925
4772,0.01787842
4773,0.00954962
4774,0.01999094
4775,0.01825886
4776,0.01469748
4777,0.00989300
4778,0.01251905
4779,0.00813840
4780,0.01293316
4781,0.00885267
4782,0.01296072
4783,0.01398204
4784,0.01720243
4785,0.00714198
4786,0.00816217
4787,0.01076116
4788,0.00812084
4789,0.01987867
4790,0.01175620
4791,0.00879152
4792,0.01137352
4793,0.00992371
4794,0.01210361
4795,0.01842829
4796,0.01774961
4797,0.00949509
4798,0.01984573
4799,0.01813119
4800,0.01460125
4801,0.00982872
4802,0.01243580
4803,0.00807995
4804,0.01285632
4805,0.00879739
4806,0.01288309
4807,0.01388490
4808,0.01710012
4809,0.00709588
4810,0.00811989
4811,0.01069735
4812,0.00807625
4813,0.01975115
4814,0.01168847
4815,0.00873601
4816,0.01130143
4817,0.00986457
4818,0.01202260
4819,0.01830885
4820,0.01762254
4821,0.00944115
4822,0.01970252
4823,0.01800523
4824,0.01450628
4825,0.00976523
4826,0.01235362
4827,0.00802230
4828,0.01278037
4829,0.00874276
4830,0.01280636
4831,0.01378902
4832,0.01699894
4833,0.00705036
4834,0.00807807
4835,0.01063427
4836,0.00803215
4837,0.01962516
4838,0.01162147
4839,0.00868119
4840,0.01123022
4841,0.00980613
4842,0.01194253
4843,0.01819092
4844,0.01749717
4845,0.00938779
4846,0.01956126
4847,0.01788095
4848,0.01441255
4849,0.00970254
4850,0.01227248
4851,0.00796543
4852,0.01270529
4853,0.00868878
4854,0.01273049
4855,0.01369436
4856,0.01689889
4857,0.00700541
4858,0.00803669
4859,0.01057193
4860,0.00798852
4861,0.01950067
4862,0.01155520
4863,0.00862705
4864,0.01115988
4865,0.00974838
4866,0.01186340
4867,0.01807447
4868,0.01737347
4869,0.00933501
4870,0.01942192
4871,0.01775830
4872,0.01432003
4873,0.00964062
4874,0.01219237
4875,0.00790934
4876,0.01263106
4877,0.00863543
4878,0.01265549
4879,0.01360092
4880,0.01679995
4881,0.00696101
4882,0.00799575
4883,0.01051029
4884,0.00794537
4885,0.01937764
4886,0.01148963
4887,0.00857358
4888,0.01109039
4889,0.00969130
4890,0.01178519
4891,0.01795946
4892,0.01725141
4893,0.00928279
4894,0.01928446
4895,0.01763727
4896,0.01422870
4897,0.00957946
4898,0.01211325
4899,0.00785400
4900,0.01255767
4901,0.00858271
4902,0.01258133
4903,0.01350866
4904,0.01670210
4905,0.00691716
4906,0.00795524
4907,0.01044935
4908,0.00790267
4909,0.01925606
4910,0.01142475
4911,0.00852076
4912,0.01102173
4913,0.00963489
4914,0.01170788
4915,0.01784587
4916,0.01713096
4917,0.00923113
4918,0.01914885
4919,0.01751781
4920,0.01413853
4921,0.00951905
4922,0.01203513
4923,0.00779940
4924,0.01248510
4925,0.00853059
4926,0.01250801
4927,0.01341756
4928,0.01660532
4929,0.00687385
4930,0.00791516
4931,0.01038911
4932,0.00786043
4933,0.01913589
4934,0.01136057
4935,0.00846858
4936,0.01095389
4937,0.00957912
4938,0.01163147
4939,0.01773368
4940,0.01701209
4941,0.00918002
4942,0.01901503
4943,0.01739990
4944,0.01404951
4945,0.00945937
4946,0.01195796
4947,0.00774553
4948,0.01241334
4949,0.00847908
4950,0.01243550
4951,0.01332760
4952,0.01650960
4953,0.00683106
4954,0.00787549
4955,0.01032954
4956,0.00781863
4957,0.01901713
4958,0.01129706
4959,0.00841704
4960,0.01088686
4961,0.00952400
4962,0.01155593
4963,0.01762286
4964,0.01689476
4965,0.00912945
4966,0.01888299
4967,0.01728351
4968,0.01396161
4969,0.00940042
4970,0.01188175
4971,0.00769237
4972,0.01234239
4973,0.00842816
4974,0.01236379
4975,0.01323876
4976,0.01641491
4977,0.00678878
4978,0.00783624
4979,0.01027063
4980,0.00777727
4981,0.01889973
4982,0.01123421
4983,0.00836611
4984,0.01082063
4985,0.00946950
4986,0.01148125
4987,0.01751338
4988,0.01677895
4989,0.00907941
4990,0.01875268
4991,0.01716860
4992,0.01387482
4993,0.00934216
4994,0.01180647
4995,0.00763991
4996,0.01227221
4997,0.00837782
4998,0.01229288
4999,0.01315103
5000,0.01632124
5001,0.00674702
5002,0.00779739
5003,0.01021239
5004,0.00773635
5005,0.01878368
5006,0.01117202
5007,0.00831579
5008,0.01075517
5009,0.00941563
5010,0.01140741
5011,0.01740522
5012,0.01666463
5013,0.00902989
5014,0.01862408
5015,0.01705516
5016,0.01378910
5017,0.00928460
5018,0.01173210
5019,0.00758813
5020,0.01220281
5021,0.00832804
5022,0.01222274
5023,0.01306437
5024,0.01622857
5025,0.00670575
5026,0.00775894
5027,0.01015478
5028,0.00769585
5029,0.01866896
5030,0.01111048
5031,0.00826607
5032,0.01069048
5033,0.00936236
5034,0.01133441
5035,0.01729837
5036,0.01655177
5037,0.00898088
5038,0.01849715
5039,0.01694316
5040,0.01370445
5041,0.00922773
5042,0.01165863
5043,0.00753702
5044,0.01213417
5045,0.00827883
5046,0.01215337
5047,0.01297878
5048,0.01613689
5049,0.00666498
5050,0.00772088
5051,0.01009781
5052,0.00765577
5053,0.01855554
5054,0.01104956
5055,0.00821693
5056,0.01062653
5057,0.00930969
5058,0.01126223
5059,0.01719278
5060,0.01644034
5061,0.00893239
5062,0.01837185
5063,0.01683256
5064,0.01362083
5065,0.00917152
5066,0.01158604
5067,0.00748658
5068,0.01206627
5069,0.00823018
5070,0.01208475
5071,0.01289423
5072,0.01604619
5073,0.00662468
5074,0.00768321
5075,0.01004146
5076,0.00761610
5077,0.01844340
5078,0.01098928
5079,0.00816837
5080,0.01056333
5081,0.00925760
5082,0.01119086
5083,0.01708845
5084,0.01633032
5085,0.00888439
5086,0.01824817
5087,0.01672334
5088,0.01353824
5089,0.00911597
5090,0.01151432
5091,0.00743678
5092,0.01199910
5093,0.00818206
5094,0.01201687
5095,0.01281070
5096,0.01595644
5097,0.00658486
5098,0.00764592
5099,0.00998572
5100,0.00757684
5101,0.01833252
5102,0.01092961
5103,0.00812038
5104,0.01050086
5105,0.00920610
5106,0.01112028
5107,0.01698535
5108,0.01622168
5109,0.00883689
5110,0.01812606
5111,0.01661548
5112,0.01345665
5113,0.00906107
5114,0.01144344
5115,0.00738761
5116,0.01193266
5117,0.00813448
5118,0.01194972
5119,0.01272818
5120,0.01586763
5121,0.00654551
5122,0.00760900
5123,0.00993058
5124,0.00753798
5125,0.01822289
5126,0.01087054
5127,0.00807294
5128,0.01043910
5129,0.00915516
5130,0.01105049
5131,0.01688345
5132,0.01611440
5133,0.00878987
5134,0.01800550
5135,0.01650895
5136,0.01337604
5137,0.00900680
5138,0.01137340
5139,0.00733907
5140,0.01186693
5141,0.00808742
5142,0.01188329
5143,0.01264665
5144,0.01577974
5145,0.00650661
5146,0.00757245
5147,0.00987604
5148,0.00749951
5149,0.01811447
5150,0.01081208
5151,0.00802604
5152,0.01037804
5153,0.00910478
5154,0.01098146
5155,0.01678275
5156,0.01600845
5157,0.00874332
5158,0.01788646
5159,0.01640372
5160,0.01329640
5161,0.00895316
5162,0.01130419
5163,0.00729114
5164,0.01180190
5165,0.00804088
5166,0.01181756
5167,0.01256609
5168,0.01569277
5169,0.00646816
5170,0.00753627
5171,0.00982208
5172,0.00746144
5173,0.01800725
5174,0.01075420
5175,0.00797969
5176,0.01031767
5177,0.00905495
5178,0.01091319
5179,0.01668321
5180,0.01590380
5181,0.00869725
5182,0.01776891
5183,0.01629978
5184,0.01321771
5185,0.00890012
5186,0.01123577
5187,0.00724381
5188,0.01173756
5189,0.00799485
5190,0.01175253
5191,0.01248649
5192,0.01560670
5193,0.00643015
5194,0.00750044
5195,0.00976869
5196,0.00742374
5197,0.01790122
5198,0.01069690
5199,0.00793386
5200,0.01025799
5201,0.00900567
5202,0.01084567
5203,0.01658481
5204,0.01580044
5205,0.00865164
5206,0.01765282
5207,0.01619710
5208,0.01313995
5209,0.00884770
5210,0.01116815
5211,0.00719707
5212,0.01167389
5213,0.00794932
5214,0.01168819
5215,0.01240782
5216,0.01552151
5217,0.00639258
5218,0.00746496
5219,0.00971587
5220,0.00738642
5221,0.01779634
5222,0.01064017
5223,0.00788855
5224,0.01019897
5225,0.00895691
5226,0.01077889
5227,0.01648755
5228,0.01569834
5229,0.00860649
5230,0.01753818
5231,0.01609566
5232,0.01306311
5233,0.00879586
5234,0.01110131
5235,0.00715090
5236,0.01161089
5237,0.00790428
5238,0.01162451
5239,0.01233008
5240,0.01543719
5241,0.00635544
5242,0.00742983
5243,0.00966361
5244,0.00734948
5245,0.01769261
5246,0.01058401
5247,0.00784374
5248,0.01014060
5249,0.00890868
5250,0.01071282
5251,0.01639139
5252,0.01559748
5253,0.00856179
5254,0.01742494
5255,0.01599544
5256,0.01298717
5257,0.00874461
5258,0.01103524
5259,0.00710531
5260,0.01154855
5261,0.00785973
5262,0.01156150
5263,0.01225324
5264,0.01535372
5265,0.00631871
5266,0.00739503
5267,0.00961189
5268,0.00731290
5269,0.01759000
5270,0.01052840
5271,0.00779944
5272,0.01008289
5273,0.00886096
5274,0.01064747
5275,0.01629632
5276,0.01549783
5277,0.00851754
5278,0.01731309
5279,0.01589641
5280,0.01291211
5281,0.00869393
5282,0.01096991
5283,0.00706027
5284,0.01148685
5285,0.00781565
5286,0.01149914
5287,0.01217730
5288,0.01527111
5289,0.00628240
5290,0.00736058
5291,0.00956071
5292,0.00727668
5293,0.01748850
5294,0.01047333
5295,0.00775563
5296,0.01002581
5297,0.00881375
5298,0.01058282
5299,0.01620232
5300,0.01539938
5301,0.00847372
5302,0.01720260
5303,0.01579855
5304,0.01283792
5305,0.00864382
5306,0.01090533
5307,0.00701577
5308,0.01142579
5309,0.00777204
5310,0.01143743
5311,0.01210223
5312,0.01518932
5313,0.00624650
5314,0.00732646
5315,0.00951006
5316,0.00724082
5317,0.01738809
5318,0.01041881
5319,0.00771231
5320,0.00996935
5321,0.00876704
5322,0.01051887
5323,0.01610938
5324,0.01530210
5325,0.00843033
5326,0.01709345
5327,0.01570185
5328,0.01276458
5329,0.00859426
5330,0.01084147
5331,0.00697182
5332,0.01136536
5333,0.00772889
5334,0.01137634
5335,0.01202803
5336,0.01510835
5337,0.00621100
5338,0.00729266
5339,0.00945993
5340,0.00720530
5341,0.01728875
5342,0.01036481
5343,0.00766946
5344,0.00991351
5345,0.00872082
5346,0.01045559
5347,0.01601747
5348,0.01520598
5349,0.00838736
5350,0.01698561
5351,0.01560628
5352,0.01269208
5353,0.00854524
5354,0.01077832
5355,0.00692839
5356,0.01130554
5357,0.00768620
5358,0.01131588
5359,0.01195467
5360,0.01502819
5361,0.00617589
5362,0.00725918
5363,0.00941031
5364,0.00717013
5365,0.01719047
5366,0.01031134
5367,0.00762708
5368,0.00985828
5369,0.00867509
5370,0.01039298
5371,0.01592658
5372,0.01511099
5373,0.00834482
5374,0.01687907
5375,0.01551182
5376,0.01262040
5377,0.00849676
5378,0.01071588
5379,0.00688548
5380,0.01124633
5381,0.00764395
5382,0.01125604
5383,0.01188214
5384,0.01494882
5385,0.00614116
5386,0.00722602
5387,0.00936121
5388,0.00713531
5389,0.01709322
5390,0.01025839
5391,0.00758516
5392,0.00980364
5393,0.00862983
5394,0.01033103
5395,0.01583670
5396,0.01501711
5397,0.00830269
5398,0.01677379
5399,0.01541846
5400,0.01254953
5401,0.00844881
5402,0.01065413
5403,0.00684309
5404,0.01118772
5405,0.00760214
5406,0.01119680
5407,0.01181044
5408,0.01487024
5409,0.00610682
5410,0.00719318
5411,0.00931259
5412,0.00710081
5413,0.01699700
5414,0.01020594
5415,0.00754369
5416,0.00974959
5417,0.00858504
5418,0.01026974
5419,0.01574779
5420,0.01492433
5421,0.00826096
5422,0.01666975
5423,0.01532617
5424,0.01247946
5425,0.00840137
5426,0.01059306
5427,0.00680119
5428,0.01112969
5429,0.00756077
5430,0.01113815
5431,0.01173954
5432,0.01479243
5433,0.00607285
5434,0.00716064
5435,0.00926447
5436,0.00706665
5437,0.01690179
5438,0.01015399
5439,0.00750267
5440,0.00969612
5441,0.00854071
5442,0.01020908
5443,0.01565986
5444,0.01483263
5445,0.00821964
5446,0.01656694
5447,0.01523495
5448,0.01241018
5449,0.00835445
5450,0.01053266
5451,0.00675978
5452,0.01107225
5453,0.00751983
5454,0.01108009
5455,0.01166943
5456,0.01471537
5457,0.00603925
5458,0.00712840
5459,0.00921684
5460,0.00703282
5461,0.01680757
5462,0.01010254
5463,0.00746209
5464,0.00964321
5465,0.00849683
5466,0.01014906
5467,0.01557288
5468,0.01474198
5469,0.00817871
5470,0.01646534
5471,0.01514476
5472,0.01234166
5473,0.00830803
5474,0.01047291
5475,0.00671886
5476,0.01101538
5477,0.00747930
5478,0.01102261
5479,0.01160010
5480,0.01463907
5481,0.00600602
5482,0.00709647
5483,0.00916968
5484,0.00699930
5485,0.01671433
5486,0.01005158
5487,0.00742194
5488,0.00959087
5489,0.00845340
5490,0.01008965
5491,0.01548684
5492,0.01465238
5493,0.00813818
5494,0.01636492
5495,0.01505559
5496,0.01227390
5497,0.00826210
5498,0.01041382
5499,0.00667842
5500,0.01095907
5501,0.00743919
5502,0.01096570
5503,0.01153154
5504,0.01456350
5505,0.00597314
5506,0.00706482
5507,0.00912298
5508,0.00696610
5509,0.01662205
5510,0.01000109
5511,0.00738221
5512,0.00953907
5513,0.00841041
5514,0.01003086
5515,0.01540173
5516,0.01456380
5517,0.00809802
5518,0.01626565
5519,0.01496743
5520,0.01220688
5521,0.00821666
5522,0.01035535
5523,0.00663844
5524,0.01090332
5525,0.00739949
5526,0.01090935
5527,0.01146374
5528,0.01448866
5529,0.00594061
5530,0.00703347
5531,0.00907675
5532,0.00693322
5533,0.01653071
5534,0.00995108
5535,0.00734290
5536,0.00948782
5537,0.00836786
5538,0.00997268
5539,0.01531752
5540,0.01447622
5541,0.00805825
5542,0.01616754
5543,0.01488026
5544,0.01214060
5545,0.00817170
5546,0.01029752
5547,0.00659892
5548,0.01084811
5549,0.00736019
5550,0.01085356
5551,0.01139668
5552,0.01441454
5553,0.00590843
5554,0.00700241
5555,0.00903098
5556,0.00690064
5557,0.01644031
5558,0.00990154
5559,0.00730400
5560,0.00943710
5561,0.00832573
5562,0.00991509
5563,0.01523421
5564,0.01438963
5565,0.00801885
5566,0.01607054
5567,0.01479406
5568,0.01207503
5569,0.00812721
5570,0.01024030
5571,0.00655985
5572,0.01079344
5573,0.00732128
5574,0.01079831
5575,0.01133035
5576,0.01434113
5577,0.00587659
5578,0.00697162
5579,0.00898565
5580,0.00686837
5581,0.01635083
5582,0.00985246
5583,0.00726551
5584,0.00938690
5585,0.00828402
5586,0.00985809
5587,0.01515177
5588,0.01430402
5589,0.00797982
5590,0.01597465
5591,0.01470882
5592,0.01201017
5593,0.00808318
5594,0.01018369
5595,0.00652123
5596,0.01073931
5597,0.00728277
5598,0.01074359
5599,0.01126474
5600,0.01426841
5601,0.00584508
5602,0.00694112
5603,0.00894077
5604,0.00683639
5605,0.01626226
5606,0.00980383
5607,0.00722741
5608,0.00933723
5609,0.00824273
5610,0.00980166
5611,0.01507021
5612,0.01421936
5613,0.00794116
5614,0.01587985
5615,0.01462452
5616,0.01194601
5617,0.00803961
5618,0.01012767
5619,0.00648304
5620,0.01068569
5621,0.00724464
5622,0.01068941
5623,0.01119984
5624,0.01419638
5625,0.00581390
5626,0.00691089
5627,0.00889632
5628,0.00680472
5629,0.01617458
5630,0.00975565
5631,0.00718971
5632,0.00928806
5633,0.00820185
5634,0.00974581
5635,0.01498950
5636,0.01413565
5637,0.00790285
5638,0.01578612
5639,0.01454114
5640,0.01188254
5641,0.00799649
5642,0.01007224
5643,0.00644529
5644,0.01063259
5645,0.00720689
5646,0.01063575
5647,0.01113564
5648,0.01412503
5649,0.00578305
5650,0.00688093
5651,0.00885230
5652,0.00677333
5653,0.01608778
5654,0.00970791
5655,0.00715239
5656,0.00923940
5657,0.00816137
5658,0.00969052
5659,0.01490962
5660,0.01405286
5661,0.00786490
5662,0.01569343
5663,0.01445867
5664,0.01181974
5665,0.00795381
5666,0.01001739
5667,0.00640795
5668,0.01058000
5669,0.00716951
5670,0.01058260
5671,0.01107212
5672,0.01405434
5673,0.00575252
5674,0.00685124
5675,0.00880870
5676,0.00674223
5677,0.01600184
5678,0.00966061
5679,0.00711545
5680,0.00919123
5681,0.00812128
5682,0.00963578
5683,0.01483058
5684,0.01397098
5685,0.00782730
5686,0.01560178
5687,0.01437710
5688,0.01175760
5689,0.00791157
5690,0.00996311
5691,0.00637103
5692,0.01052792
5693,0.00713250
5694,0.01052996
5695,0.01100928
5696,0.01398431
5697,0.00572231
5698,0.00682181
5699,0.00876552
5700,0.00671141
5701,0.01591676
5702,0.00961374
5703,0.00707889
5704,0.00914354
5705,0.00808159
5706,0.00958159
5707,0.01475235
5708,0.01389000
5709,0.00779004
5710,0.01551115
5711,0.01429641
5712,0.01169611
5713,0.00786976
5714,0.00990939
5715,0.00633452
5716,0.01047632
5717,0.00709585
5718,0.01047782
5719,0.01094711
5720,0.01391493
5721,0.00569240
5722,0.00679264
5723,0.00872275
5724,0.00668088
5725,0.01583252
5726,0.00956729
5727,0.00704269
5728,0.00909634
5729,0.00804228
5730,0.00952793
5731,0.01467492
5732,0.01380990
5733,0.00775312
5734,0.01542151
5735,0.01421659
5736,0.01163527
5737,0.00782837
5738,0.00985622
5739,0.00629841
5740,0.01042521
5741,0.00705956
5742,0.01042617
5743,0.01088559
5744,0.01384620
5745,0.00566280
5746,0.00676373
5747,0.00868039
5748,0.00665062
5749,0.01574911
5750,0.00952127
5751,0.00700686
5752,0.00904961
5753,0.00800335
5754,0.00947481
5755,0.01459828
5756,0.01373067
5757,0.00771654
5758,0.01533286
5759,0.01413763
5760,0.01157506
5761,0.00778740
5762,0.00980359
5763,0.00626270
5764,0.01037458
5765,0.00702362
5766,0.01037501
5767,0.01082472
5768,0.01377809
5769,0.00563351
5770,0.00673507
5771,0.00863842
5772,0.00662063
5773,0.01566652
5774,0.00947566
5775,0.00697139
5776,0.00900335
5777,0.00796479
5778,0.00942221
5779,0.01452241
5780,0.01365230
5781,0.00768029
5782,0.01524518
5783,0.01405950
5784,0.01151548
5785,0.00774683
5786,0.00975150
5787,0.00622738
5788,0.01032443
5789,0.00698802
5790,0.01032433
5791,0.01076448
5792,0.01371061
5793,0.00560451
5794,0.00670667
5795,0.00859685
5796,0.00659091
5797,0.01558473
5798,0.00943045
5799,0.00693627
5800,0.00895754
5801,0.00792661
5802,0.00937013
5803,0.01444732
5804,0.01357476
5805,0.00764437
5806,0.01515845
5807,0.01398220
5808,0.01145650
5809,0.00770667
5810,0.00969994
5811,0.00619244
5812,0.01027474
5813,0.00695277
5814,0.01027412
5815,0.01070486
5816,0.01364374
5817,0.00557580
5818,0.00667850
5819,0.00855567
5820,0.00656146
5821,0.01550374
5822,0.00938565
5823,0.00690149
5824,0.00891219
5825,0.00788878
5826,0.00931855
5827,0.01437298
5828,0.01349806
5829,0.00760877
5830,0.01507266
5831,0.01390572
5832,0.01139813
5833,0.00766691
5834,0.00964889
5835,0.00615787
5836,0.01022551
5837,0.00691786
5838,0.01022437
5839,0.01064587
5840,0.01357747
5841,0.00554738
5842,0.00665058
5843,0.00851487
5844,0.00653226
5845,0.01542353
5846,0.00934125
5847,0.00686706
5848,0.00886728
5849,0.00785132
5850,0.00926748
5851,0.01429938
5852,0.01342216
5853,0.00757348
5854,0.01498779
5855,0.01383003
5856,0.01134036
5857,0.00762754
5858,0.00959836
5859,0.00612368
5860,0.01017674
5861,0.00688328
5862,0.01017509
5863,0.01058748
5864,0.01351181
5865,0.00551924
5866,0.00662291
5867,0.00847445
5868,0.00650333
5869,0.01534409
5870,0.00929723
5871,0.00683296
5872,0.00882281
5873,0.00781420
5874,0.00921690
5875,0.01422651
5876,0.01334707
5877,0.00753852
5878,0.01490383
5879,0.01375514
5880,0.01128317
5881,0.00758856
5882,0.00954832
5883,0.00608985
5884,0.01012841
5885,0.00684902
5886,0.01012626
5887,0.01052969
5888,0.01344673
5889,0.00549139
5890,0.00659546
5891,0.00843440
5892,0.00647465
5893,0.01526542
5894,0.00925361
5895,0.00679920
5896,0.00877877
5897,0.00777744
5898,0.00916681
5899,0.01415437
5900,0.01327277
5901,0.00750386
5902,0.01482077
5903,0.01368102
5904,0.01122655
5905,0.00754996
5906,0.00949879
5907,0.00605639
5908,0.01008053
5909,0.00681509
5910,0.01007788
5911,0.01047248
5912,0.01338224
5913,0.00546380
5914,0.00656825
5915,0.00839471
5916,0.00644622
5917,0.01518749
5918,0.00921037
5919,0.00676576
5920,0.00873517
5921,0.00774102
5922,0.00911721
5923,0.01408293
5924,0.01319925
5925,0.00746950
5926,0.01473858
5927,0.01360767
5928,0.01117051
5929,0.00751173
5930,0.00944974
5931,0.00602327
5932,0.01003308
5933,0.00678148
5934,0.01002994
5935,0.01041586
5936,0.01331832
5937,0.00543649
5938,0.00654128
5939,0.00835539
5940,0.00641804
5941,0.01511031
5942,0.00916750
5943,0.00673264
5944,0.00869198
5945,0.00770493
5946,0.00906808
5947,0.01401220
5948,0.01312650
5949,0.00743545
5950,0.01465726
5951,0.01353507
5952,0.01111502
5953,0.00747387
5954,0.00940118
5955,0.00599051
5956,0.00998606
5957,0.00674818
5958,0.00998243
5959,0.01035981
5960,0.01325496
5961,0.00540945
5962,0.00651453
5963,0.00831643
5964,0.00639010
5965,0.01503385
5966,0.00912501
5967,0.00669985
5968,0.00864920
5969,0.00766918
5970,0.00901941
5971,0.01394216
5972,0.01305449
5973,0.00740170
5974,0.01457680
5975,0.01346322
5976,0.01106008
5977,0.00743638
5978,0.00935309
5979,0.00595808
5980,0.00993947
5981,0.00671520
5982,0.00993536
5983,0.01030432
5984,0.01319217
5985,0.00538267
5986,0.00648800
5987,0.00827782
5988,0.00636241
5989,0.01495811
5990,0.00908288
5991,0.00666736
5992,0.00860684
5993,0.00763376
5994,0.00897121
5995,0.01387280
5996,0.01298323
5997,0.00736824
5998,0.01449717
5999,0.01339209
6000,0.01100569
6001,0.00739925
6002,0.00930547
6003,0.00592600
6004,0.00989329
6005,0.00668252
6006,0.00988870
6007,0.01024939
6008,0.01312993
6009,0.00535616
6010,0.00646170
6011,0.00823956
6012,0.00633496
6013,0.01488309
6014,0.00904112
6015,0.00663518
6016,0.00856488
6017,0.00759867
6018,0.00892347
6019,0.01380411
6020,0.01291271
6021,0.00733508
6022,0.01441837
6023,0.01332169
6024,0.01095183
6025,0.00736247
6026,0.00925831
6027,0.00589425
6028,0.00984753
6029,0.00665014
6030,0.00984247
6031,0.01019501
6032,0.01306823
6033,0.00532989
6034,0.00643561
6035,0.00820164
6036,0.00630774
6037,0.01480876
6038,0.00899972
6039,0.00660331
6040,0.00852331
6041,0.00756389
6042,0.00887618
6043,0.01373608
6044,0.01284290
6045,0.00730220
6046,0.01434039
6047,0.01325199
6048,0.01089849
6049,0.00732604
6050,0.00921160
6051,0.00586282
6052,0.00980217
6053,0.00661805
6054,0.00979665
6055,0.01014116
6056,0.01300707
6057,0.00530389
6058,0.00640974
6059,0.00816406
6060,0.00628075
6061,0.01473513
6062,0.00895867
6063,0.00657174
6064,0.00848214
6065,0.00752943
6066,0.00882933
6067,0.01366870
6068,0.01277380
6069,0.00726960
6070,0.01426320
6071,0.01318300
6072,0.01084568
6073,0.00728995
6074,0.00916534
6075,0.00583172
6076,0.00975722
6077,0.00658626
6078,0.00975124
6079,0.01008785
6080,0.01294644
6081,0.00527813
6082,0.00638409
6083,0.00812681
6084,0.00625399
6085,0.01466218
6086,0.00891797
6087,0.00654046
6088,0.00844135
6089,0.00749528
6090,0.00878291
6091,0.01360196
6092,0.01270541
6093,0.00723728
6094,0.01418681
6095,0.01311469
6096,0.01079337
6097,0.00725421
6098,0.00911952
6099,0.00580094
6100,0.00971266
6101,0.00655476
6102,0.00970622
6103,0.01003506
6104,0.01288634
6105,0.00525261
6106,0.00635865
6107,0.00808989
6108,0.00622746
6109,0.01458989
6110,0.00887762
6111,0.00650947
6112,0.00840095
6113,0.00746144
6114,0.00873694
6115,0.01353586
6116,0.01263770
6117,0.00720524
6118,0.01411120
6119,0.01304706
6120,0.01074157
6121,0.00721879
6122,0.00907414
6123,0.00577046
6124,0.00966849
6125,0.00652355
6126,0.00966161
6127,0.00998279
6128,0.01282675
6129,0.00522734
6130,0.00633341
6131,0.00805330
6132,0.00620116
6133,0.01451828
6134,0.00883760
6135,0.00647878
6136,0.00836092
6137,0.00742790
6138,0.00869138
6139,0.01347038
6140,0.01257067
6141,0.00717347
6142,0.01403635
6143,0.01298010
6144,0.01069027
6145,0.00718371
6146,0.00902918
6147,0.00574030
6148,0.00962471
6149,0.00649262
6150,0.00961739
6151,0.00993103
6152,0.01276767
6153,0.00520231
6154,0.00630838
6155,0.00801703
6156,0.00617507
6157,0.01444731
6158,0.00879793
6159,0.00644836
6160,0.00832126
6161,0.00739466
6162,0.00864625
6163,0.01340552
6164,0.01250431
6165,0.00714198
6166,0.01396226
6167,0.01291380
6168,0.01063945
6169,0.00714896
6170,0.00898465
6171,0.00571044
6172,0.00958131
6173,0.00646196
6174,0.00957355
6175,0.00987976
6176,0.01270909
6177,0.00517751
6178,0.00628355
6179,0.00798108
6180,0.00614921
6181,0.01437699
6182,0.00875858
6183,0.00641822
6184,0.00828197
6185,0.00736172
6186,0.00860154
6187,0.01334126
6188,0.01243860
6189,0.00711074
6190,0.01388891
6191,0.01284814
6192,0.01058912
6193,0.00711452
6194,0.00894054
6195,0.00568088
6196,0.00953829
6197,0.00643158
6198,0.00953009
6199,0.00982900
6200,0.01265102
6201,0.00515294
6202,0.00625893
6203,0.00794543
6204,0.00612355
6205,0.01430731
6206,0.00871957
6207,0.00638836
6208,0.00824303
6209,0.00732906
6210,0.00855723
6211,0.01327760
6212,0.01237355
6213,0.00707977
6214,0.01381630
6215,0.01278313
6216,0.01053926
6217,0.00708040
6218,0.00889683
6219,0.00565161
6220,0.00949563
6221,0.00640148
6222,0.00948701
6223,0.00977872
6224,0.01259343
6225,0.00512861
6226,0.00623450
6227,0.00791010
6228,0.00609812
6229,0.01423826
6230,0.00868088
6231,0.00635877
6232,0.00820446
6233,0.00729670
6234,0.00851333
6235,0.01321454
6236,0.01230914
6237,0.00704906
6238,0.01374441
6239,0.01271875
6240,0.01048987
6241,0.00704659
6242,0.00885353
6243,0.00562264
6244,0.00945335
6245,0.00637163
6246,0.00944431
6247,0.00972892
6248,0.01253633
6249,0.00510450
6250,0.00621027
6251,0.00787507
6252,0.00607289
6253,0.01416983
6254,0.00864251
6255,0.00632945
6256,0.00816623
6257,0.00726462
6258,0.00846984
6259,0.01315205
6260,0.01224536
6261,0.00701861
6262,0.01367323
6263,0.01265499
6264,0.01044094
6265,0.00701309
6266,0.00881063
6267,0.00559395
6268,0.00941142
6269,0.00634206
6270,0.00940196
6271,0.00967960
6272,0.01247971
6273,0.00508061
6274,0.00618623
6275,0.00784035
6276,0.00604787
6277,0.01410201
6278,0.00860445
6279,0.00630040
6280,0.00812835
6281,0.00723281
6282,0.00842673
6283,0.01309014
6284,0.01218220
6285,0.00698841
6286,0.01360275
6287,0.01259184
6288,0.01039247
6289,0.00697990
6290,0.00876813
6291,0.00556554
6292,0.00936986
6293,0.00631274
6294,0.00935999
6295,0.00963074
6296,0.01242356
6297,0.00505694
6298,0.00616238
6299,0.00780592
6300,0.00602305
6301,0.01403479
6302,0.00856671
6303,0.00627160
6304,0.00809081
6305,0.00720129
6306,0.00838401
6307,0.01302880
6308,0.01211965
6309,0.00695846
6310,0.01353296
6311,0.01252930
6312,0.01034445
6313,0.00694700
6314,0.00872601
6315,0.00553742
6316,0.00932864
